id,distribution_4,distribution_5,distribution_10,seg4,seg5,seg10
535.0,[0.212 0.    0.448 0.34 ],[0.212 0.    0.448 0.    0.34 ],[0.093 0.119 0.    0.    0.    0.448 0.    0.    0.326 0.013],0.38400000000000006,0.49999999999999994,0.6594444444444444
536.0,[0.226 0.    0.538 0.236],[0.226 0.    0.538 0.    0.236],[0.004 0.223 0.    0.    0.    0.538 0.    0.    0.229 0.007],0.38400000000000006,0.5,0.7661111111111111
537.0,[0.159 0.    0.525 0.317],[0.159 0.    0.525 0.    0.317],[0.023 0.136 0.    0.    0.    0.525 0.    0.    0.312 0.004],0.45533333333333337,0.551875,0.747777777777778
538.0,[0.011 0.    0.538 0.451],[0.011 0.    0.538 0.    0.451],[0.    0.011 0.    0.    0.    0.538 0.    0.    0.451 0.   ],0.652,0.73625,0.8766666666666667
539.0,[0.475 0.    0.465 0.059],[0.475 0.    0.465 0.    0.059],[0.009 0.466 0.    0.    0.    0.465 0.    0.    0.053 0.006],0.5873333333333334,0.6756249999999999,0.8127777777777778
540.0,[0.246 0.    0.578 0.176],[0.246 0.    0.578 0.    0.176],[0.02  0.226 0.    0.    0.    0.578 0.    0.    0.102 0.075],0.4373333333333333,0.5299999999999999,0.6727777777777778
541.0,[0.01 0.   0.98 0.01],[0.01 0.   0.98 0.   0.01],[0.   0.01 0.   0.   0.   0.98 0.   0.   0.01 0.  ],0.9733333333333333,0.9749999999999999,0.9777777777777777
542.0,[0.21  0.    0.616 0.174],[0.21  0.    0.616 0.    0.174],[0.028 0.182 0.    0.    0.    0.616 0.    0.    0.168 0.007],0.488,0.5325,0.7394444444444445
543.0,[0.189 0.    0.456 0.355],[0.189 0.    0.456 0.    0.355],[0.018 0.171 0.    0.    0.    0.456 0.    0.    0.344 0.011],0.4146666666666667,0.51375,0.7455555555555554
544.0,[0.261 0.    0.507 0.232],[0.261 0.    0.507 0.    0.232],[0.007 0.254 0.    0.    0.    0.507 0.    0.    0.218 0.013],0.35733333333333334,0.5,0.7550000000000001
545.0,[0.036 0.    0.777 0.187],[0.036 0.    0.777 0.    0.187],[0.012 0.024 0.    0.    0.    0.777 0.    0.    0.048 0.139],0.7026666666666667,0.72125,0.7955555555555556
546.0,[0.031 0.    0.551 0.418],[0.031 0.    0.551 0.    0.418],[0.009 0.022 0.    0.    0.    0.551 0.    0.    0.418 0.   ],0.6253333333333333,0.7112499999999999,0.8544444444444446
547.0,[0.289 0.    0.424 0.286],[0.289 0.    0.424 0.    0.286],[0.043 0.246 0.    0.    0.    0.424 0.    0.    0.219 0.068],0.3326666666666666,0.49937499999999985,0.6544444444444444
548.0,[0.18  0.    0.426 0.394],[0.18  0.    0.426 0.    0.394],[0.    0.18  0.    0.    0.    0.426 0.    0.    0.32  0.074],0.4266666666666667,0.525,0.6955555555555554
555.0,[0.   0.   0.98 0.02],[0.   0.   0.98 0.   0.02],[0.   0.   0.   0.   0.   0.98 0.   0.   0.02 0.  ],0.9733333333333333,0.975,0.9777777777777779
556.0,[0.2 0.  0.5 0.3],[0.2 0.  0.5 0.  0.3],[0.  0.2 0.  0.  0.  0.5 0.  0.  0.3 0. ],0.4000000000000001,0.49999999999999994,0.7777777777777778
557.0,[0.084 0.    0.62  0.296],[0.084 0.    0.62  0.    0.296],[0.004 0.08  0.    0.    0.    0.62  0.    0.    0.269 0.027],0.5546666666666668,0.645,0.7655555555555555
558.0,[0.228 0.    0.638 0.135],[0.228 0.    0.638 0.    0.135],[0.042 0.186 0.    0.    0.    0.638 0.    0.    0.134 0.001],0.5166666666666667,0.581875,0.7305555555555555
559.0,[0.119 0.    0.528 0.353],[0.119 0.    0.528 0.    0.353],[0.035 0.083 0.    0.    0.    0.528 0.    0.    0.312 0.041],0.508,0.60125,0.7116666666666666
560.0,[0.114 0.    0.649 0.237],[0.114 0.    0.649 0.    0.237],[0.029 0.086 0.    0.    0.    0.649 0.    0.    0.223 0.014],0.532,0.6074999999999999,0.7461111111111111
561.0,[0.183 0.    0.557 0.26 ],[0.183 0.    0.557 0.    0.26 ],[0.026 0.157 0.    0.    0.    0.557 0.    0.    0.234 0.026],0.42266666666666675,0.52125,0.72
562.0,[0.12 0.   0.65 0.23],[0.12 0.   0.65 0.   0.23],[0.011 0.108 0.    0.    0.    0.65  0.    0.    0.211 0.02 ],0.5333333333333333,0.6,0.7433333333333335
563.0,[0.312 0.    0.421 0.267],[0.312 0.    0.421 0.    0.267],[0.002 0.309 0.    0.    0.    0.421 0.    0.    0.267 0.001],0.3333333333333333,0.4999999999999999,0.7744444444444445
564.0,[0.088 0.    0.326 0.586],[0.088 0.    0.326 0.    0.586],[0.003 0.084 0.    0.    0.    0.326 0.    0.    0.586 0.   ],0.5493333333333333,0.64,0.7916666666666666
565.0,[0.174 0.    0.806 0.02 ],[0.174 0.    0.806 0.    0.02 ],[0.163 0.011 0.    0.    0.    0.806 0.    0.    0.02  0.   ],0.7413333333333334,0.7575,0.8544444444444446
566.0,[0.016 0.    0.685 0.298],[0.016 0.    0.685 0.    0.298],[0.007 0.009 0.    0.    0.    0.685 0.    0.    0.122 0.176],0.6446666666666667,0.7293749999999999,0.7594444444444446
567.0,[0.028 0.    0.939 0.034],[0.028 0.    0.939 0.    0.034],[0.    0.028 0.    0.    0.    0.939 0.    0.    0.028 0.006],0.918,0.9231249999999998,0.9316666666666668
568.0,[0.518 0.    0.359 0.123],[0.518 0.    0.359 0.    0.123],[0.024 0.494 0.    0.    0.    0.359 0.    0.    0.121 0.002],0.5026666666666667,0.59625,0.7488888888888889
569.0,[0.104 0.    0.887 0.009],[0.104 0.    0.887 0.    0.009],[0.018 0.086 0.    0.    0.    0.887 0.    0.    0.009 0.   ],0.8493333333333334,0.85875,0.8744444444444445
581.0,[0.065 0.    0.382 0.553],[0.065 0.    0.382 0.    0.553],[0.    0.065 0.    0.    0.    0.382 0.    0.    0.553 0.   ],0.58,0.66875,0.8166666666666668
582.0,[0.558 0.    0.164 0.279],[0.558 0.    0.164 0.    0.279],[0.002 0.556 0.    0.    0.    0.164 0.    0.    0.279 0.   ],0.4486666666666667,0.5456249999999999,0.7761111111111111
583.0,[0.128 0.    0.484 0.387],[0.128 0.    0.484 0.    0.387],[0.014 0.114 0.    0.    0.    0.484 0.    0.    0.384 0.003],0.49533333333333335,0.589375,0.7583333333333333
584.0,[0.188 0.    0.463 0.349],[0.188 0.    0.463 0.    0.349],[0.034 0.155 0.    0.    0.    0.463 0.    0.    0.325 0.023],0.416,0.515,0.7144444444444444
585.0,[0.189 0.    0.568 0.243],[0.189 0.    0.568 0.    0.243],[0.057 0.132 0.    0.    0.    0.568 0.    0.    0.226 0.017],0.424,0.5137499999999998,0.6955555555555556
586.0,[0.212 0.    0.422 0.367],[0.212 0.    0.422 0.    0.367],[0.029 0.183 0.    0.    0.    0.422 0.    0.    0.331 0.035],0.38466666666666666,0.5006249999999999,0.7066666666666666
587.0,[0.184 0.    0.523 0.293],[0.184 0.    0.523 0.    0.293],[0.044 0.14  0.    0.    0.    0.523 0.    0.    0.292 0.001],0.4213333333333333,0.52,0.7277777777777777
588.0,[0.241 0.    0.493 0.266],[0.241 0.    0.493 0.    0.266],[0.051 0.189 0.    0.    0.    0.493 0.    0.    0.266 0.   ],0.3453333333333333,0.5,0.7205555555555556
589.0,[0.028 0.    0.956 0.016],[0.028 0.    0.956 0.    0.016],[0.003 0.025 0.    0.    0.    0.956 0.    0.    0.016 0.   ],0.9413333333333332,0.945,0.9511111111111112
590.0,[0.106 0.    0.728 0.166],[0.106 0.    0.728 0.    0.166],[0.076 0.03  0.    0.    0.    0.728 0.    0.    0.064 0.102],0.6373333333333333,0.66,0.7
