,index,POI_ID,distribution_4,distribution_5,distribution_10,seg4,seg5,seg10,Latitude,Longitude,poi
1159,1159,POI_12459968202320766192,[0. 0. 0. 1.],[0. 0. 0. 0. 1.],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],1.0,1.0,1.0000000000000002,116.125,39.975,None
1160,1160,POI_12460046686112265628,[0.214 0.    0.511 0.274],[0.214 0.    0.511 0.    0.274],[0.192 0.023 0.    0.    0.    0.511 0.    0.    0.274 0.   ],0.3806666666666667,0.499375,0.7522222222222222,116.3,40.155,700847571
1161,1161,POI_12466142748491649756,[0.009 0.    0.479 0.512],[0.009 0.    0.479 0.    0.512],[0.009 0.    0.    0.    0.    0.479 0.    0.    0.512 0.   ],0.6546666666666666,0.7387499999999999,0.878888888888889,116.51,39.815,700750545
1162,1162,POI_12466599059234187648,[0.056 0.    0.929 0.016],[0.056 0.    0.929 0.    0.016],[0.    0.056 0.    0.    0.    0.929 0.    0.    0.016 0.   ],0.9046666666666666,0.910625,0.9205555555555556,116.215,39.98,700687294
1163,1163,POI_12467589759678235917,[0.072 0.    0.806 0.122],[0.072 0.    0.806 0.    0.122],[0.009 0.062 0.    0.    0.    0.806 0.    0.    0.116 0.006],0.7413333333333334,0.7575000000000001,0.8027777777777778,116.525,39.91,700100386
1164,1164,POI_12473596004431424073,[0.204 0.    0.484 0.312],[0.204 0.    0.484 0.    0.312],[0.011 0.193 0.    0.    0.    0.484 0.    0.    0.296 0.016],0.3946666666666667,0.4999999999999999,0.7477777777777777,116.365,39.835,700843468
1165,1165,POI_1247472822152084588,[1. 0. 0. 0.],[1. 0. 0. 0. 0.],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.285,40.065,700612493
1166,1166,POI_12476574692965795258,[0.318 0.    0.525 0.157],[0.318 0.    0.525 0.    0.157],[0.051 0.267 0.    0.    0.    0.525 0.    0.    0.157 0.   ],0.4573333333333333,0.55375,0.7211111111111111,116.39,39.825,700099381
1167,1167,POI_12478448722755862662,[0.018 0.    0.705 0.278],[0.017 0.    0.705 0.    0.278],[0.    0.017 0.    0.    0.    0.705 0.    0.    0.22  0.058],0.6433333333333333,0.7287499999999999,0.8055555555555555,116.335,39.755,700166312
1168,1168,POI_12480288304639804091,[0.619 0.    0.181 0.2  ],[0.619 0.    0.181 0.    0.2  ],[0.192 0.428 0.    0.    0.    0.181 0.    0.    0.2   0.   ],0.492,0.52375,0.6672222222222223,116.255,40.075,700873191
1169,1169,POI_12484092219534506683,[0.053 0.    0.441 0.506],[0.053 0.    0.441 0.    0.506],[0.027 0.026 0.    0.    0.    0.441 0.    0.    0.504 0.002],0.596,0.68375,0.8277777777777777,116.265,39.92,700469344
1170,1170,POI_12491436340291808129,[0.6   0.    0.219 0.181],[0.6   0.    0.219 0.    0.181],[0.323 0.277 0.    0.    0.    0.219 0.    0.    0.181 0.   ],0.4666666666666666,0.5237499999999999,0.6666666666666667,116.615,39.875,700425701
1171,1171,POI_12496242624692481539,[0.028 0.    0.972 0.   ],[0.028 0.    0.972 0.    0.   ],[0.    0.028 0.    0.    0.    0.972 0.    0.    0.    0.   ],0.9626666666666668,0.965,0.968888888888889,116.245,40.13,700349795
1172,1172,POI_1249810731533726422,[0.47  0.    0.218 0.312],[0.47  0.    0.218 0.    0.312],[0.    0.47  0.    0.    0.    0.218 0.    0.    0.193 0.119],0.376,0.4999999999999999,0.6666666666666666,116.455,40.085,700020543
1173,1173,POI_12498491438848217158,[0.075 0.    0.83  0.095],[0.075 0.    0.83  0.    0.095],[0.005 0.07  0.    0.    0.    0.83  0.    0.    0.095 0.   ],0.7733333333333333,0.7874999999999999,0.8111111111111111,116.49,39.81,700160423
1174,1174,POI_12499389767870906640,[0.015 0.    0.975 0.01 ],[0.015 0.    0.975 0.    0.01 ],[0.    0.015 0.    0.    0.    0.975 0.    0.    0.01  0.   ],0.9666666666666668,0.96875,0.9722222222222224,116.59,39.905,700322891
1175,1175,POI_12500657279772978793,[0.115 0.    0.54  0.345],[0.115 0.    0.54  0.    0.345],[0.    0.115 0.    0.    0.    0.54  0.    0.    0.344 0.001],0.5133333333333333,0.60625,0.7766666666666666,116.375,39.895,700969918
1176,1176,POI_12501245784581497047,[0.156 0.    0.549 0.296],[0.156 0.    0.549 0.    0.296],[0.035 0.12  0.    0.    0.    0.549 0.    0.    0.23  0.066],0.4593333333333333,0.555625,0.6655555555555557,116.405,39.975,701080045
1177,1177,POI_12502097305297378209,[0.115 0.    0.774 0.111],[0.115 0.    0.774 0.    0.111],[0.014 0.1   0.    0.    0.    0.774 0.    0.    0.111 0.   ],0.6986666666666667,0.7175,0.7616666666666666,116.275,40.15,700183644
1178,1178,POI_12505093997541144496,[0.223 0.    0.625 0.152],[0.223 0.    0.625 0.    0.152],[0.023 0.2   0.    0.    0.    0.625 0.    0.    0.134 0.018],0.5,0.56,0.7322222222222222,116.38,39.86,700076996
1179,1179,POI_12508078539827211790,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.375,39.78,700222028
1180,1180,POI_12510770453533179038,[0.048 0.    0.774 0.177],[0.048 0.    0.774 0.    0.177],[0.    0.048 0.    0.    0.    0.774 0.    0.    0.175 0.002],0.6993333333333333,0.718125,0.8327777777777778,116.395,39.975,700004729
1181,1181,POI_12511292035326145838,[0.  0.  0.5 0.5],[0.  0.  0.5 0.  0.5],[0.  0.  0.  0.  0.  0.5 0.  0.  0.5 0. ],0.6666666666666666,0.7499999999999999,0.888888888888889,116.435,40.015,700121530
1182,1182,POI_12516193822469781109,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.215,39.96,700886438
1183,1183,POI_1251650384315491059,[0.125 0.    0.25  0.625],[0.125 0.    0.25  0.    0.625],[0.    0.125 0.    0.    0.    0.25  0.    0.    0.5   0.125],0.5,0.5937499999999999,0.6666666666666666,116.285,39.74,700834200
1184,1184,POI_12516514719688839412,[0.052 0.    0.471 0.477],[0.052 0.    0.471 0.    0.477],[0.001 0.051 0.    0.    0.    0.471 0.    0.    0.477 0.   ],0.5973333333333334,0.6849999999999998,0.8311111111111112,116.2,39.76,700025571
1185,1185,POI_12516525130361317913,[0.   0.   0.82 0.18],[0.   0.   0.82 0.   0.18],[0.   0.   0.   0.   0.   0.82 0.   0.   0.18 0.  ],0.7599999999999999,0.7749999999999999,0.888888888888889,116.37,39.725,700011494
1186,1186,POI_1251973837862662221,[0.241 0.    0.606 0.153],[0.241 0.    0.606 0.    0.153],[0.057 0.184 0.    0.    0.    0.606 0.    0.    0.12  0.034],0.4746666666666666,0.55875,0.6772222222222223,116.29,40.145,701069086
1187,1187,POI_12521118623025917182,[0.    0.    0.571 0.429],[0.    0.    0.571 0.    0.429],[0.    0.    0.    0.    0.    0.571 0.    0.    0.429 0.   ],0.6666666666666666,0.7499999999999998,0.8888888888888888,116.475,40.025,700875712
1188,1188,POI_12521372474107940901,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.38,39.75,701073979
1189,1189,POI_12532315179009398502,[0.027 0.    0.749 0.224],[0.027 0.    0.749 0.    0.224],[0.001 0.026 0.    0.    0.    0.749 0.    0.    0.219 0.005],0.6653333333333333,0.7162499999999999,0.8533333333333333,116.43,40.035,700130052
1190,1190,POI_12533319380214759468,[0.362 0.    0.537 0.102],[0.362 0.    0.537 0.    0.102],[0.    0.362 0.    0.    0.    0.537 0.    0.    0.102 0.   ],0.5313333333333333,0.6231249999999999,0.7783333333333334,116.315,39.755,700457846
1191,1191,POI_12533506529364125975,[0.038 0.    0.357 0.605],[0.038 0.    0.357 0.    0.605],[0.012 0.026 0.    0.    0.    0.357 0.    0.    0.605 0.   ],0.616,0.7024999999999999,0.8466666666666667,116.585,39.93,700424484
1192,1192,POI_1253457816529153762,[0.444 0.    0.556 0.   ],[0.444 0.    0.556 0.    0.   ],[0.    0.444 0.    0.    0.    0.556 0.    0.    0.    0.   ],0.6666666666666666,0.7499999999999999,0.888888888888889,116.245,39.955,700837748
1193,1193,POI_12534794303743968591,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.35,39.71,700044563
1194,1194,POI_12535214796093507139,[0.025 0.    0.775 0.2  ],[0.025 0.    0.775 0.    0.2  ],[0.025 0.    0.    0.    0.    0.775 0.    0.    0.2   0.   ],0.7000000000000001,0.7187499999999999,0.8611111111111113,116.41,39.82,None
1195,1195,POI_12540945287760866423,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.57,40.115,700482939
1196,1196,POI_12543111117546695525,[0.053 0.    0.789 0.158],[0.053 0.    0.789 0.    0.158],[0.039 0.013 0.    0.    0.    0.789 0.    0.    0.145 0.013],0.7186666666666667,0.73625,0.8161111111111111,116.25,39.88,701052873
1197,1197,POI_12543869097043419014,[0.016 0.    0.651 0.334],[0.016 0.    0.651 0.    0.334],[0.    0.016 0.    0.    0.    0.651 0.    0.    0.333 0.001],0.646,0.730625,0.8705555555555555,116.5,39.975,700506702
1198,1198,POI_12544031191173630318,[0.102 0.    0.606 0.292],[0.102 0.    0.606 0.    0.292],[0.01  0.092 0.    0.    0.    0.606 0.    0.    0.285 0.007],0.5306666666666667,0.6224999999999999,0.7677777777777778,116.33,40.08,700113206
1199,1199,POI_1254472141220219481,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.25,39.825,700300947
1200,1200,POI_12546003015108026761,[0.011 0.    0.149 0.841],[0.011 0.    0.149 0.    0.841],[0.007 0.004 0.    0.    0.    0.149 0.    0.    0.841 0.   ],0.7873333333333333,0.800625,0.8772222222222223,116.435,39.76,700832477
1201,1201,POI_12546269269517318966,[0.148 0.    0.256 0.596],[0.148 0.    0.256 0.    0.596],[0.003 0.145 0.    0.    0.    0.256 0.    0.    0.592 0.004],0.4693333333333333,0.565,0.77,116.395,40.0,700086614
1202,1202,POI_12546774948941502345,[0.031 0.    0.766 0.203],[0.031 0.    0.766 0.    0.203],[0.    0.031 0.    0.    0.    0.766 0.    0.    0.203 0.   ],0.6880000000000001,0.7112499999999999,0.8544444444444445,116.15,39.87,700567219
1203,1203,POI_12546774948941502345,[0.031 0.    0.766 0.203],[0.031 0.    0.766 0.    0.203],[0.    0.031 0.    0.    0.    0.766 0.    0.    0.203 0.   ],0.6880000000000001,0.7112499999999999,0.8544444444444445,116.155,39.87,700567219
1204,1204,POI_12550040358636391433,[0.085 0.    0.837 0.078],[0.085 0.    0.837 0.    0.078],[0.009 0.075 0.    0.    0.    0.837 0.    0.    0.066 0.012],0.7826666666666666,0.79625,0.8194444444444444,116.315,39.75,700351707
1205,1205,POI_12551012962059829070,[0.143 0.    0.429 0.429],[0.143 0.    0.429 0.    0.429],[0.143 0.    0.    0.    0.    0.429 0.    0.    0.429 0.   ],0.4766666666666667,0.5718749999999999,0.7783333333333333,116.135,39.755,701137935
1206,1206,POI_12551884486644445058,[0.065 0.    0.559 0.376],[0.065 0.    0.559 0.    0.376],[0.    0.065 0.    0.    0.    0.559 0.    0.    0.376 0.   ],0.58,0.66875,0.8166666666666668,116.34,39.76,700596520
1207,1207,POI_12555143619997943174,[0.055 0.    0.923 0.022],[0.055 0.    0.923 0.    0.022],[0.033 0.022 0.    0.    0.    0.923 0.    0.    0.022 0.   ],0.8973333333333334,0.90375,0.9144444444444444,116.21,39.965,700259601
1208,1208,POI_12557475108161853429,[0.062 0.    0.562 0.375],[0.062 0.    0.562 0.    0.375],[0.    0.062 0.    0.    0.    0.562 0.    0.    0.375 0.   ],0.5833333333333334,0.6718750000000001,0.8194444444444444,116.215,39.765,700977929
1209,1209,POI_12558806910948383110,[0.755 0.    0.231 0.014],[0.755 0.    0.231 0.    0.014],[0.    0.755 0.    0.    0.    0.231 0.    0.    0.014 0.   ],0.6733333333333333,0.7324999999999999,0.8733333333333335,116.49,40.01,701034857
1210,1210,POI_12559102204142018834,[0.218 0.    0.272 0.51 ],[0.218 0.    0.272 0.    0.51 ],[0.006 0.212 0.    0.    0.    0.272 0.    0.    0.391 0.119],0.376,0.5,0.6599999999999999,116.325,39.885,700367087
1211,1211,POI_12567694988019595528,[0.    0.    0.909 0.091],[0.    0.    0.909 0.    0.091],[0.    0.    0.    0.    0.    0.909 0.    0.    0.091 0.   ],0.8786666666666667,0.8862499999999999,0.8988888888888888,116.32,40.1,700279533
1212,1212,POI_1257054527574618708,[0.57 0.   0.43 0.  ],[0.57 0.   0.43 0.   0.  ],[0.47 0.1  0.   0.   0.   0.43 0.   0.   0.   0.  ],0.6666666666666666,0.7499999999999999,0.7777777777777778,116.32,40.115,700626234
1213,1213,POI_12571590340537700157,[0.108 0.    0.709 0.182],[0.108 0.    0.709 0.    0.182],[0.017 0.091 0.    0.    0.    0.709 0.    0.    0.155 0.027],0.6126666666666667,0.6368749999999999,0.7383333333333333,116.435,39.85,701034940
1214,1214,POI_1257178122203727996,[0.012 0.    0.988 0.   ],[0.012 0.    0.988 0.    0.   ],[0.    0.012 0.    0.    0.    0.988 0.    0.    0.    0.   ],0.984,0.985,0.9866666666666668,116.38,39.805,700901960
1215,1215,POI_1257252468147603815,[0.735 0.    0.226 0.039],[0.735 0.    0.226 0.    0.039],[0.    0.735 0.    0.    0.    0.226 0.    0.    0.039 0.   ],0.6466666666666666,0.7012499999999999,0.8455555555555556,116.13,39.715,700619618
1216,1216,POI_12577427785388342422,[0.205 0.    0.659 0.137],[0.205 0.    0.659 0.    0.137],[0.078 0.127 0.    0.    0.    0.659 0.    0.    0.132 0.005],0.5446666666666667,0.579375,0.6861111111111111,116.15,39.815,701158936
1217,1217,POI_12578198371842520016,[0.61  0.    0.174 0.216],[0.61  0.    0.174 0.    0.216],[0.235 0.375 0.    0.    0.    0.174 0.    0.    0.144 0.073],0.48,0.5325,0.586111111111111,116.25,40.05,700082142
1218,1218,POI_12578238947921020332,[0.224 0.    0.407 0.369],[0.224 0.    0.407 0.    0.369],[0.001 0.223 0.    0.    0.    0.407 0.    0.    0.369 0.   ],0.368,0.5,0.7766666666666667,116.425,39.87,700918932
1219,1219,POI_12580769969859619456,[0.243 0.    0.587 0.169],[0.243 0.    0.587 0.    0.169],[0.    0.243 0.    0.    0.    0.587 0.    0.    0.148 0.022],0.4499999999999999,0.5381249999999999,0.7533333333333334,116.315,39.995,700147675
1220,1220,POI_12581744699732626421,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.595,39.935,700461212
1221,1221,POI_12582999268801375746,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.295,39.735,700134004
1222,1222,POI_1258534395940230815,[0.06 0.   0.91 0.03],[0.06 0.   0.91 0.   0.03],[0.008 0.053 0.    0.    0.    0.91  0.    0.    0.015 0.015],0.88,0.8875,0.8994444444444444,116.155,40.05,700302258
1223,1223,POI_12587682429086712533,[0.388 0.    0.247 0.365],[0.388 0.    0.247 0.    0.365],[0.    0.388 0.    0.    0.    0.247 0.    0.    0.359 0.006],0.3373333333333333,0.5,0.7711111111111112,116.695,39.91,None
1224,1224,POI_125890185041696393,[0.253 0.    0.579 0.169],[0.253 0.    0.579 0.    0.169],[0.112 0.141 0.    0.    0.    0.579 0.    0.    0.128 0.041],0.4419999999999999,0.5393749999999999,0.6216666666666667,116.505,39.8,701112047
1225,1225,POI_12589915199376355904,[0.169 0.    0.444 0.387],[0.169 0.    0.444 0.    0.387],[0.073 0.096 0.    0.    0.    0.444 0.    0.    0.367 0.02 ],0.4413333333333333,0.5387500000000001,0.6788888888888889,116.41,40.005,700746363
1226,1226,POI_12597227350638323024,[0.143 0.    0.805 0.052],[0.143 0.    0.805 0.    0.052],[0.    0.143 0.    0.    0.    0.805 0.    0.    0.052 0.   ],0.7400000000000001,0.75625,0.8311111111111112,116.245,40.11,700847536
1227,1227,POI_12601730873455951226,[0.132 0.    0.553 0.316],[0.132 0.    0.553 0.    0.316],[0.026 0.105 0.    0.    0.    0.553 0.    0.    0.289 0.026],0.4913333333333334,0.585625,0.7194444444444446,116.235,39.855,700180767
1228,1228,POI_12603722594731223391,[0.    0.    0.989 0.011],[0.    0.    0.989 0.    0.011],[0.    0.    0.    0.    0.    0.989 0.    0.    0.011 0.   ],0.9853333333333332,0.98625,0.9877777777777778,116.35,39.815,700380550
1229,1229,POI_12612800298211573148,[0.034 0.    0.345 0.621],[0.034 0.    0.345 0.    0.621],[0.    0.034 0.    0.    0.    0.345 0.    0.    0.621 0.   ],0.6213333333333333,0.7074999999999999,0.8511111111111112,116.515,39.97,700025107
1230,1230,POI_12613176889156668439,[0.229 0.    0.349 0.423],[0.229 0.    0.349 0.    0.423],[0.    0.229 0.    0.    0.    0.349 0.    0.    0.423 0.   ],0.3619999999999999,0.500625,0.7783333333333333,116.595,40.125,701148275
1231,1231,POI_12615075174146359451,[0.207 0.    0.664 0.129],[0.207 0.    0.664 0.    0.129],[0.    0.206 0.    0.    0.    0.664 0.    0.    0.075 0.054],0.552,0.5887499999999999,0.745,116.635,39.93,701233804
1232,1232,POI_12618236958639860314,[0.232 0.    0.575 0.193],[0.232 0.    0.575 0.    0.193],[0.201 0.031 0.    0.    0.    0.575 0.    0.    0.193 0.   ],0.4333333333333333,0.5087499999999999,0.7433333333333334,116.505,39.885,701102547
1233,1233,POI_12619586652896719417,[0.183 0.    0.616 0.201],[0.183 0.    0.616 0.    0.201],[0.    0.183 0.    0.    0.    0.616 0.    0.    0.201 0.   ],0.488,0.52125,0.7777777777777778,116.695,39.865,None
1234,1234,POI_12621176583087111688,[0.167 0.    0.5   0.333],[0.167 0.    0.5   0.    0.333],[0.    0.167 0.    0.    0.    0.5   0.    0.    0.278 0.056],0.4439999999999999,0.54125,0.716111111111111,116.53,40.04,700149834
1235,1235,POI_12622924642250153961,[0.213 0.    0.627 0.16 ],[0.213 0.    0.627 0.    0.16 ],[0.013 0.2   0.    0.    0.    0.627 0.    0.    0.16  0.   ],0.5026666666666667,0.55,0.7633333333333334,116.27,39.755,700382159
1236,1236,POI_12625528355774829387,[0.05  0.    0.534 0.416],[0.05  0.    0.534 0.    0.416],[0.026 0.025 0.    0.    0.    0.534 0.    0.    0.369 0.047],0.6,0.6875,0.7805555555555554,116.5,39.895,700153494
1237,1237,POI_12629848515970092974,[0.179 0.    0.515 0.306],[0.179 0.    0.515 0.    0.306],[0.115 0.064 0.    0.    0.    0.515 0.    0.    0.285 0.021],0.4280000000000001,0.52625,0.6833333333333333,116.495,39.91,700722120
1238,1238,POI_1263042283327660644,[0.059 0.    0.892 0.049],[0.059 0.    0.892 0.    0.049],[0.    0.059 0.    0.    0.    0.892 0.    0.    0.049 0.   ],0.856,0.8649999999999999,0.88,116.4,40.035,700072570
1239,1239,POI_126326551994761384,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.225,39.78,700721703
1240,1240,POI_12632876379993808841,[0.297 0.    0.488 0.215],[0.297 0.    0.488 0.    0.215],[0.    0.297 0.    0.    0.    0.488 0.    0.    0.214 0.001],0.3799999999999999,0.4999999999999999,0.7766666666666666,116.15,39.935,700096248
1241,1241,POI_12632876379993808841,[0.297 0.    0.488 0.215],[0.297 0.    0.488 0.    0.215],[0.    0.297 0.    0.    0.    0.488 0.    0.    0.214 0.001],0.3799999999999999,0.4999999999999999,0.7766666666666666,116.145,39.935,700096248
1242,1242,POI_12633627815312644273,[0.039 0.    0.564 0.397],[0.039 0.    0.564 0.    0.397],[0.002 0.037 0.    0.    0.    0.564 0.    0.    0.397 0.   ],0.6146666666666666,0.7012499999999999,0.8455555555555556,116.37,39.845,700513144
1243,1243,POI_12637842124668741646,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.58,39.89,700446326
1244,1244,POI_12639504842610227594,[0.1 0.  0.9 0. ],[0.1 0.  0.9 0.  0. ],[0.  0.1 0.  0.  0.  0.9 0.  0.  0.  0. ],0.8666666666666667,0.8749999999999999,0.8888888888888891,116.59,39.76,701124157
1245,1245,POI_12642589777546572039,[0.989 0.    0.011 0.   ],[0.989 0.    0.011 0.    0.   ],[0.    0.989 0.    0.    0.    0.011 0.    0.    0.    0.   ],0.9853333333333332,0.9862499999999998,0.987777777777778,116.645,40.05,700326691
1246,1246,POI_126435060993809520,[0.558 0.    0.435 0.007],[0.558 0.    0.435 0.    0.007],[0.    0.558 0.    0.    0.    0.435 0.    0.    0.007 0.   ],0.6573333333333334,0.7412500000000001,0.8811111111111112,116.555,39.83,700721819
1247,1247,POI_12647933837297069829,[0.167 0.    0.6   0.233],[0.167 0.    0.6   0.    0.233],[0.026 0.141 0.    0.    0.    0.6   0.    0.    0.216 0.017],0.4666666666666666,0.54125,0.7299999999999999,116.405,39.92,700737838
1248,1248,POI_1264859125973565844,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.215,39.94,700832820
1249,1249,POI_12650587385833069506,[0.438 0.    0.438 0.125],[0.438 0.    0.438 0.    0.125],[0.007 0.43  0.    0.    0.    0.438 0.    0.    0.117 0.007],0.5006666666666667,0.5943749999999999,0.7616666666666665,116.355,39.93,700888333
1250,1250,POI_12651537428406941091,[0.109 0.    0.75  0.141],[0.109 0.    0.75  0.    0.141],[0.004 0.106 0.    0.    0.    0.75  0.    0.    0.141 0.   ],0.6666666666666666,0.6875,0.7738888888888888,116.525,39.77,700993042
1251,1251,POI_12652166439421921268,[0.022 0.    0.201 0.777],[0.022 0.    0.201 0.    0.777],[0.011 0.011 0.    0.    0.    0.201 0.    0.    0.777 0.   ],0.7026666666666666,0.7224999999999999,0.8644444444444445,116.15,39.745,701171100
1252,1252,POI_12652756429434394206,[0.    0.    0.195 0.805],[0.    0.    0.195 0.    0.805],[0.    0.    0.    0.    0.    0.195 0.    0.    0.712 0.093],0.7399999999999999,0.75625,0.7855555555555556,116.555,39.95,700039671
1253,1253,POI_12660193246263880874,[0.032 0.    0.935 0.032],[0.032 0.    0.935 0.    0.032],[0.    0.032 0.    0.    0.    0.935 0.    0.    0.032 0.   ],0.914,0.919375,0.9283333333333336,116.275,39.745,700941888
1254,1254,POI_12663320452681681913,[0.    0.    0.935 0.065],[0.    0.    0.935 0.    0.065],[0.    0.    0.    0.    0.    0.935 0.    0.    0.065 0.   ],0.9133333333333334,0.91875,0.9277777777777778,116.19,39.955,701143779
1255,1255,POI_12668625044058382106,[0.    0.    0.906 0.094],[0.    0.    0.906 0.    0.094],[0.    0.    0.    0.    0.    0.906 0.    0.    0.094 0.   ],0.8746666666666667,0.8825,0.8955555555555557,116.275,39.795,None
1256,1256,POI_12670560349433839127,[0.011 0.    0.564 0.425],[0.011 0.    0.564 0.    0.425],[0.011 0.    0.    0.    0.    0.564 0.    0.    0.425 0.   ],0.652,0.73625,0.8766666666666667,116.315,40.135,700119114
1257,1257,POI_1267494644938918624,[0.127 0.    0.836 0.036],[0.127 0.    0.836 0.    0.036],[0.    0.127 0.    0.    0.    0.836 0.    0.    0.036 0.   ],0.782,0.7956249999999999,0.8483333333333334,116.66,39.825,None
1258,1258,POI_12682481204097072712,[0.333 0.    0.167 0.5  ],[0.333 0.    0.167 0.    0.5  ],[0.083 0.25  0.    0.    0.    0.167 0.    0.    0.5   0.   ],0.444,0.54125,0.6855555555555556,116.555,40.095,700083081
1259,1259,POI_12685047059223081933,[0.366 0.    0.486 0.148],[0.366 0.    0.486 0.    0.148],[0.081 0.285 0.    0.    0.    0.486 0.    0.    0.146 0.002],0.4693333333333333,0.565,0.6855555555555556,116.315,39.945,700721866
1260,1260,POI_12685836473816487712,[0.163 0.    0.779 0.058],[0.163 0.    0.779 0.    0.058],[0.002 0.161 0.    0.    0.    0.779 0.    0.    0.057 0.001],0.7053333333333334,0.7237499999999999,0.8222222222222222,116.335,39.98,701008573
1261,1261,POI_12692014691878589841,[0.031 0.    0.918 0.051],[0.031 0.    0.918 0.    0.051],[0.02  0.01  0.    0.    0.    0.918 0.    0.    0.051 0.   ],0.8906666666666667,0.8975,0.9094444444444444,116.205,40.09,701170005
1262,1262,POI_12695062196376118973,[0.051 0.    0.025 0.924],[0.051 0.    0.025 0.    0.924],[0.    0.051 0.    0.    0.    0.025 0.    0.    0.924 0.   ],0.8986666666666667,0.905,0.9155555555555556,116.57,39.76,701168094
1263,1263,POI_12695581343695264093,[0.05 0.   0.55 0.4 ],[0.05 0.   0.55 0.   0.4 ],[0.05 0.   0.   0.   0.   0.55 0.   0.   0.4  0.  ],0.6,0.6875,0.8333333333333335,116.255,39.985,700468468
1264,1264,POI_12700697142291637578,[0.    0.    0.882 0.118],[0.    0.    0.882 0.    0.118],[0.    0.    0.    0.    0.    0.882 0.    0.    0.118 0.   ],0.8426666666666668,0.8524999999999999,0.8888888888888891,116.51,40.01,700362342
1265,1265,POI_12703184271010462170,[0.    0.    0.985 0.015],[0.    0.    0.985 0.    0.015],[0.    0.    0.    0.    0.    0.985 0.    0.    0.015 0.   ],0.98,0.98125,0.9833333333333332,116.545,39.93,700559570
1266,1266,POI_12704471076189487270,[0. 0. 0. 1.],[0. 0. 0. 0. 1.],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],1.0,1.0,1.0000000000000002,116.13,40.01,None
1267,1267,POI_12704634043531258081,[0.047 0.    0.54  0.413],[0.047 0.    0.54  0.    0.413],[0.038 0.009 0.    0.    0.    0.54  0.    0.    0.413 0.   ],0.6040000000000001,0.6912499999999999,0.8366666666666667,116.29,40.11,700383905
1268,1268,POI_12706122630926519881,[0.019 0.    0.779 0.202],[0.019 0.    0.779 0.    0.202],[0.    0.019 0.    0.    0.    0.779 0.    0.    0.202 0.   ],0.7053333333333334,0.72625,0.8677777777777779,116.555,40.105,700341261
1269,1269,POI_12706484568694383193,[0.07  0.    0.378 0.553],[0.07  0.    0.378 0.    0.553],[0.009 0.061 0.    0.    0.    0.378 0.    0.    0.446 0.106],0.5740000000000001,0.663125,0.7,116.175,40.055,700482932
1270,1270,POI_12708248866420515312,[0.402 0.    0.449 0.15 ],[0.402 0.    0.449 0.    0.15 ],[0.013 0.389 0.    0.    0.    0.449 0.    0.    0.144 0.006],0.4673333333333333,0.563125,0.7572222222222224,116.36,39.81,700306027
1271,1271,POI_1270947260282665513,[0.041 0.    0.615 0.344],[0.041 0.    0.615 0.    0.344],[0.022 0.019 0.    0.    0.    0.615 0.    0.    0.295 0.05 ],0.612,0.6987499999999999,0.7883333333333333,116.42,40.03,700190113
1272,1272,POI_12710429715151228449,[0.245 0.    0.385 0.371],[0.245 0.    0.385 0.    0.371],[0.011 0.234 0.    0.    0.    0.385 0.    0.    0.371 0.   ],0.3406666666666667,0.5006249999999999,0.7661111111111111,116.36,40.095,700560266
1273,1273,POI_12712414685881543913,[0.271 0.    0.538 0.192],[0.271 0.    0.538 0.    0.192],[0.073 0.198 0.    0.    0.    0.538 0.    0.    0.175 0.017],0.4113333333333333,0.5106249999999999,0.6783333333333332,116.31,39.755,700083167
